place/bounding_box/coordinates/0/0/0,place/bounding_box/coordinates/0/0/1,place/bounding_box/coordinates/0/1/0,place/bounding_box/coordinates/0/1/1,place/bounding_box/coordinates/0/3/0,place/bounding_box/coordinates/0/3/1,place/bounding_box/coordinates/0/4/0,place/bounding_box/type,place/country_code,place/full_name,place/name,place/place_type,,createdAt,,place/bounding_box/coordinates/0/2/1,place/bounding_box/coordinates/0/4/1,place/id,,,place/bounding_box/coordinates/0/2/0,place/country
-88.1249957,41.9495573,-88.1249957,42.000647,-88.0315147,41.9495573,-88.1249957,Polygon,US,"Roselle, IL",Roselle,city,,2024-09-11 17:39:00+00:00,,,,,,,,
-82.469607,27.060699,-82.469607,27.133659,-82.393903,27.060699,-82.469607,Polygon,US,"Venice, FL",Venice,city,,2024-09-11 21:25:51+00:00,,,,,,,,
-124.482003,32.528832,-124.482003,42.009519,-114.131212,32.528832,-124.482003,Polygon,US,"California, USA",California,admin,,2024-09-11 22:41:47+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-13 20:33:39+00:00,,,,,,,,
-82.849182,27.865251,-82.849182,27.943275,-82.696478,27.865251,-82.849182,Polygon,US,"Largo, FL",Largo,city,,2024-09-13 20:42:38+00:00,,,,,,,,
-93.422453,45.150614,-93.422453,45.209599,-93.332378,45.150614,-93.422453,Polygon,US,"Champlin, MN",Champlin,city,,2024-09-14 12:31:47+00:00,,,,,,,,
-82.752428,27.8246325,-82.752428,27.897396,-82.663128,27.8246325,-82.752428,Polygon,US,"Pinellas Park, FL",Pinellas Park,city,,2024-09-14 13:13:26+00:00,,,,,,,,
-79.864567,40.422944,-79.864567,40.4528043,-79.820687,40.422944,-79.864567,Polygon,US,"Churchill, PA",Churchill,city,,2024-09-14 15:45:57+00:00,,,,,,,,
-83.5218655,33.877554,-83.5218655,34.035213,-83.277693,33.877554,-83.5218655,Polygon,US,"Athens, GA",Athens,city,,2024-09-14 18:56:44+00:00,,,,,,,,
-1.0454194,53.7942686,-1.0454194,53.8090932,-1.0361721,53.7942686,-1.0454194,Polygon,GB,"Barlby, England",Barlby,city,,2024-09-16 19:56:04+00:00,,,,,,,,
-95.2345837,29.59057,-95.2345837,29.746032,-95.083288,29.59057,-95.2345837,Polygon,US,"Pasadena, TX",Pasadena,city,,2024-09-17 12:28:13+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-18 06:43:38+00:00,,,,,,,,
-4.3932845,55.796184,-4.3932845,55.9204214,-4.0902182,55.796184,-4.3932845,Polygon,GB,"Glasgow, Scotland",Glasgow,city,,2024-09-18 18:42:11+00:00,,,,,,,,
36.6645733,-1.4446849,36.6645733,-1.1606735,37.1050092,-1.4446849,36.6645733,Polygon,KE,"Nairobi, Kenya",Nairobi,admin,,2024-09-19 04:42:34+00:00,,,,,,,,
-87.940033,41.644102,-87.940033,42.0230669,-87.523993,41.644102,-87.940033,Polygon,US,"Chicago, IL",Chicago,city,,2024-09-19 17:29:02+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-19 19:04:48+00:00,,,,,,,,
-95.8463667,29.676113,-95.8463667,29.7678652,-95.711056,29.676113,-95.8463667,Polygon,US,"Cinco Ranch, TX",Cinco Ranch,city,,2024-09-20 01:14:54+00:00,,,,,,,,
-82.762703,27.807938,-82.762703,27.837259,-82.722462,27.807938,-82.762703,Polygon,US,"West Lealman, FL",West Lealman,city,,2024-09-20 21:45:47+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-21 10:29:58+00:00,,,,,,,,
-120.00574,35.002086,-120.00574,42.002208,-114.039649,35.002086,-120.00574,Polygon,US,"Nevada, USA",Nevada,admin,,2024-09-21 17:04:11+00:00,,,,,,,,
-3.008791,53.36489,-3.008791,53.474867,-2.822063,53.36489,-3.008791,Polygon,GB,"Liverpool, England",Liverpool,city,,2024-09-22 21:34:52+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-23 01:37:34+00:00,,,,,,,,
28.389269,-20.2606175,28.389269,-20.0281621,28.7037192,-20.2606175,28.389269,Polygon,ZW,"Bulawayo, Zimbabwe",Bulawayo,admin,,2024-09-23 18:21:58+00:00,,,,,,,,
-83.894463,34.085001,-83.894463,34.137648,-83.7404667,34.085001,-83.894463,Polygon,US,"Braselton, GA",Braselton,city,,2024-09-24 16:41:38+00:00,,,,,,,,
28.0140761,-26.0572574,28.0140761,-25.9195514,28.1930256,-26.0572574,28.0140761,Polygon,ZA,"Midrand, South Africa",Midrand,city,,2024-09-25 12:56:40+00:00,,,,,,,,
-94.337321,38.962193,-94.337321,39.067528,-94.220922,38.962193,-94.337321,Polygon,US,"Blue Springs, MO",Blue Springs,city,,2024-09-26 03:14:41+00:00,,,,,,,,
-1.181601,51.8863658,-1.181601,51.923999,-1.118519,51.8863658,-1.181601,Polygon,GB,"Bicester, England",Bicester,city,,2024-09-26 12:03:16+00:00,,,,,,,,
36.6645733,-1.3890532,36.6645733,-1.1606735,37.0626672,-1.3890532,36.6645733,Polygon,KE,"Nairobi, Kenya",Nairobi,city,,2024-09-26 16:41:18+00:00,,,,,,,,
-82.8161102,27.8097901,-82.8161102,27.884351,-82.752081,27.8097901,-82.8161102,Polygon,US,"Seminole, FL",Seminole,city,,2024-09-26 23:07:48+00:00,,,,,,,,
-82.849182,27.865251,-82.849182,27.943275,-82.696478,27.865251,-82.849182,Polygon,US,"Largo, FL",Largo,city,,2024-09-26 23:54:41+00:00,,,,,,,,
